,Unnamed: 0,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,ECE Flag Cnt,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
763435,763435,80,17,119865434,8160,0,4455451,0,32,32,32.0,0.0,0,0,0.0,0.0,37170.442845114885,1161.5763391935998,860.9077834649877,17905.372563139765,634180,0,120000000,860.9078,17905.372563139765,634180,0,0,0.0,0.0,0,0,0,1113862,0,1161.5763391935998,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,32.00023,32.0,0.0,8160,4455451,0,0,-1,-1,8159,8,0.0,0.0,0,0,0.0,0.0,0,0,8
759190,759190,80,17,119644881,5997,0,2289080,0,32,32,32.0,0.0,0,0,0.0,0.0,19132.289021579363,597.8840319896417,1672.6046858597554,34981.32960181814,917064,0,120000000,1672.6047,34981.32960181814,917064,0,0,0.0,0.0,0,0,0,572270,0,597.8840319896417,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,32.000446,32.0,0.0,5997,2289080,0,0,-1,-1,5996,8,0.0,0.0,0,0,0.0,0.0,0,0,8
642607,642607,80,6,107325732,15,3,2530,0,230,0,168.6666666667,105.2796728899,0,0,0.0,0.0,23.57309797307616,0.1677137405122087,6313278.3642462585,13454284.578224111,53247478,1,107325730,7666123.5,14547253.745473323,53247478,340,106302868,53151434.37216406,31332282.875500336,75306704,30996164,0,496,100,0.1397614504501576,0.027952290062051,0,230,133.1578947368,116.6691729054,13611.6959064327,0,0,0,1,0,0,0,140.55556,168.66667,0.0,15,2530,3,0,26883,0,11,32,6153869.627835938,2247114.357780649,7742819,4564919,23754497.83388445,20652157.01244011,53247478,6655850,7
3919,3919,0,0,112640155,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266334861,56320077.5,157.6848122046,56320189,56319966,112640155,56320076.0,157.6848122046,56320189,56319966,0,0.0,0.0,0,0,0,0,0,0.0266334861,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320077.5,157.6848122046,56320189,56319966,1
40929,40929,80,6,54083509,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0369798491,54083509.0,0.0,54083509,54083509,54083509,54083508.0,0.0,54083509,54083509,0,0.0,0.0,0,0,0,40,0,0.0369798491,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
24745,24745,80,6,6687469,4,4,97,232,97,0,24.25,48.5,232,0,58.0,116.0,49.1964897333,1.1962672276,955352.714285714,2500931.86980285,6626708,41,60761,20253.666,34779.9363474595,60414,105,6687268,2229089.33333333,3860366.83851941,6686657,278,0,92,92,0.5981336138,0.5981336138,0,232,36.5555555556,80.0048609634,6400.7777777778,0,0,0,1,0,0,0,41.125,24.25,58.0,4,97,4,232,8192,141,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
367642,367642,80,6,26580,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,75.24454477,26580.0,0.0,26580,26580,26580,26580.0,0.0,26580,26580,0,0.0,0.0,0,0,0,40,0,75.24454477,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,4
33501,33501,80,6,24392,3,5,428,2267,428,0,142.6666666667,247.1059152132,1460,0,453.4,662.3804042995,110487.044932765,327.9763857002,3484.5714285714,5560.0897132194,11696,0,12422,6211.0,7797.9735829253,11725,697,12696,3174.0,6060.1450477691,12259,0,0,72,112,122.9911446376,204.9852410626,0,1460,299.4444444444,519.4985830373,269878.777777778,0,0,0,1,0,0,0,336.875,142.66667,453.4,3,428,5,2267,8192,237,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
4229,4229,80,6,46795,3,4,436,859,436,0,145.3333333333,251.7247173667,859,0,214.75,429.5,27673.8967838444,149.588631264,7799.1666666667,11884.49520033,23156,1,23426,11713.0,16250.7280452292,23204,222,23639,7879.6666666667,13438.9406328525,23397,1,0,72,92,64.1094133989,85.4792178652,0,859,161.875,320.3455444628,102621.267857143,0,0,0,1,0,0,0,185.0,145.33333,214.75,3,436,4,859,8192,31,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
549043,549043,80,6,107095161,14,3,2530,0,230,0,180.7142857143,97.9375221341,0,0,0.0,0.0,23.6238498208,0.1587373308,6693447.5625,13895304.0979916,53271694,4,107095157,8238089.0,15085468.0280594,53271694,281,107095156,53547578.0,31892327.4390867,76098859,30996297,0,456,100,0.1307248607,0.0280124701,0,230,140.5555555556,115.375204912,13311.4379084967,0,0,0,1,0,0,0,148.82353,180.71428,0.0,14,2530,3,0,26883,0,11,32,5532461.0,1706527.26307493,6739158,4325764,24007558.75,20606137.6385645,53271694,6656513,7
196401,196401,21,6,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,2
181059,181059,21,6,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,2
372274,372274,80,6,30719,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,65.10628601,30719.0,0.0,30719,30719,30719,30719.0,0.0,30719,30719,0,0.0,0.0,0,0,0,40,0,65.10628601,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,4
416079,416079,8080,6,11624,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,39143.1521,602.20234,1937.333333,4349.132542,10809,17,492,246.0,274.3574311,440,52,11201,3733.666667,6129.205522,10809,48,0,72,92,258.0867171,344.1156228,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,1,65.0,108.666664,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,5
676888,676888,80,6,3031662,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9895559626592372,1515831.3997414247,707305.6316724389,2015972,1015690,3031662,1515831.4,707305.6316724389,2015972,1015690,0,0.0,0.0,0,0,0,120,0,0.9895559626592372,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,3,0,0,0,26883,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,7
82509,82509,3389,6,2180036,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1251.8141902244,6.88062032,155716.857142857,248118.508781546,953209,77,2180036,311433.72,397406.48486351,1197213,77,1985917,330986.166666667,305416.21576296,953209,194598,0,172,152,3.6696641707,3.2109561493,0,1173,170.5625,319.433241591,102037.595833333,0,0,0,1,0,0,0,181.93333,143.5,225.85715,8,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,1
190791,190791,21,6,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,2
298289,298289,22,6,391907,24,20,1912,2665,640,0,79.6666666667,133.8339875812,976,0,133.25,268.7712537496,11678.791141776,112.2715338078,9114.1162790698,20690.6124816814,113951,5,391842,17036.61,27597.6282738195,113951,324,391884,20625.4736842105,38483.7383295687,153400,11,0,776,648,61.2390184406,51.0325153672,0,976,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,104.02273,79.666664,133.25,24,1912,20,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,3
621668,621668,80,6,116030921,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.1378942767450997,0.0344735691612749,38676973.82080562,66990481.775815606,116030919,1,116030920,116030920.0,0.0,116030920,116030920,116030920,116030920.46241689,0.0,116030920,116030920,1,64,64,0.0172367845806374,0.0172367845806374,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,6.0,8.0,0.0,2,16,2,0,211,219,1,32,1.0,0.0,1,1,116030919.19362532,0.0,116030919,116030919,7
981838,981838,80,6,56730149,203,104,56255,189971,680,0,277.1182433034388,292.51359506139005,1935,0,1826.6445167331044,320.42148419688937,4340.302474650815,5.411584998042626,185392.644771125,363137.3619148377,1015484,25,56727886,280831.12,416133.4210635965,1015484,375,56730123,550777.8990640219,440532.99876607896,1018108,38,0,4072,2092,3.5783444775538777,1.833240520488748,0,1935,799.4351725027022,794.1481927397443,630671.3598409523,0,0,1,1,0,0,1,802.0392,277.11823,1826.6445,203,56255,104,189971,8192,1283,101,20,0.0,0.0,0,0,0.0,0.0,0,0,10
852933,852933,80,6,62053176,153,104,54995,72484,646,0,359.4444444444,271.4171844443,1068,0,696.9662029911382,368.2111017135968,2054.645043488363,4.142187478386867,242395.2199658027,470790.022126562,2058738,4,62051506,408233.6,553375.3904721601,2058738,308,62053172,602457.9836043251,635687.2410073695,2121129,27,0,3072,2092,2.46597153381876,1.6762159445681069,0,1068,494.1065314382938,355.3950231896707,126305.62286745924,0,0,1,1,0,0,1,496.0291,359.44446,696.9662,153,54995,104,72484,8192,1228,101,20,0.0,0.0,0,0,0.0,0.0,0,0,9
346041,346041,80,6,16816,3,4,287,935,287,0,95.66666667,165.6995273,935,0,233.75,467.5,72668.88677,416.2702188,2802.666667,5284.355918,13473,4,13761,6880.5,9323.20291,13473,288,16812,5604.0,7081.665976,13761,1028,0,72,92,178.4015224,237.8686965,0,935,152.75,331.6481569,109990.5,0,0,1,1,0,0,1,174.57143,95.666664,233.75,3,287,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,4
27547,27547,443,6,1530,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1307.1895424837,1530.0,0.0,1530,1530,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,653.5947712418,653.5947712418,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0.0,0.0,0.0,1,0,1,0,0,290,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
247334,247334,22,6,372991,24,20,1928,2665,640,0,80.3333333333,133.9586784655,976,0,133.25,268.7712537496,12313.9700421726,117.965312836,8674.2093023256,24054.6624206085,142352,2,372941,16214.826,31915.1086415939,142352,191,372984,19630.7368421053,43944.4889438711,181411,12,0,776,648,64.3447160923,53.6205967436,0,976,102.0666666667,203.7409674518,41510.3818181818,0,0,0,1,0,0,0,104.38636,80.333336,133.25,24,1928,20,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,3
551079,551079,80,6,108378772,15,3,2530,0,230,0,168.6666666667,105.2796728899,0,0,0.0,0.0,23.3440548671,0.1660841848,6375221.88235294,13538908.5116515,53232502,13,108378759,7741340.0,14636043.5183174,53232502,184,107358999,53679499.5,32077383.6476842,76361635,30997364,0,496,100,0.1384034874,0.0276806975,0,230,133.1578947368,116.6691729054,13611.6959064327,0,0,0,1,0,0,0,140.55556,168.66667,0.0,15,2530,3,0,26883,0,11,32,6031545.5,2469340.62359013,7777633,4285458,24078917.0,20577516.4904052,53232502,6679128,7
258121,258121,22,6,357307,22,22,1928,2665,640,0,87.6363636364,137.7805520365,976,0,121.1363636364,258.6415602914,12854.4920754421,123.1434032918,8309.4651162791,18333.3867410679,88074,5,356597,16980.809,26305.5916272929,88074,339,357293,17013.9523809524,30545.8176031944,92420,8,0,712,712,61.5717016459,61.5717016459,0,976,102.0666666667,203.7409674518,41510.3818181818,0,0,0,1,0,0,0,104.38636,87.63636,121.13636,22,1928,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,3
808496,808496,80,6,5001556,5,3,646,364,646,0,129.2,288.899982693,364,0,121.3333333333,210.155497985,201.93713176956527,1.5995020337882804,714508.0926197906,1862461.208231987,4937872,16,5001556,1250389.1,2458494.521521238,4937872,406,3409,1704.5634667103452,557.770782501995,2098,1310,0,112,72,0.9996887711660074,0.5998132626939373,0,646,112.2222222222,233.5774913052,54558.4444444445,0,0,1,1,0,0,1,126.25,129.2,121.333336,5,646,3,364,8192,221,1,20,0.0,0.0,0,0,0.0,0.0,0,0,9
348157,348157,80,6,15230,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,131.3197636,15230.0,0.0,15230,15230,15230,15230.0,0.0,15230,15230,0,0.0,0.0,0,0,0,40,0,131.3197636,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,4
630103,630103,80,6,100035586,5,4,246,0,230,0,49.2,101.1493944619,0,0,0.0,0.0,2.459124872147312,0.0899679831454512,12504448.371724404,35353389.40759869,99999617,2,100035584,25008896.0,49993818.96947388,99999620,52,100035583,33345194.65793177,57724428.14979536,99999619,379,0,168,136,0.0499822128541692,0.039985770291282,0,230,24.6,72.2467992371,5219.6,0,0,0,1,0,0,0,27.333334,49.2,0.0,5,246,4,0,26883,219,3,32,35967.155110135434,0.0,35967,35967,99999617.8186851,0.0,99999617,99999617,7
439306,439306,8080,6,9350,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,48663.1016,748.6631016,1558.333333,3501.86537,8702,16,387,193.5,198.6970055,334,53,9038,3012.666667,4929.45122,8702,16,0,72,92,320.855615,427.8074866,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,1,65.0,108.666664,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,5
1042775,1042775,80,6,5008016,4,4,504,410,504,0,126.20932449181127,252.41864898362255,410,0,102.52358538961704,205.0471707792341,182.6915557347788,1.5974389657920252,715430.9035376507,1868442.35891704,4952429,17,55586,18528.898,31244.698415703984,54601,96,5007982,1669327.361968906,2888926.9422426336,5005172,711,0,92,92,0.7987194829380074,0.7987194829380074,0,511,101.6590710584388,203.69685136643272,41561.41312465992,0,0,1,1,0,0,1,114.366455,126.20933,102.52358,4,504,4,410,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,11
915951,915951,80,6,97,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20621.1260529914,97.0295285765181,0.0,97,97,97,97.029526,0.0,97,97,0,0.0,0.0,0,0,0,40,0,20621.1260529914,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,2053,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,10
823971,823971,80,6,99,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20148.65852890134,99.28643906127355,0.0,99,99,99,99.28644,0.0,99,99,0,0.0,0.0,0,0,0,40,0,20148.65852890134,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,2048,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,9
250616,250616,22,6,350282,22,22,1912,2665,640,0,86.9090909091,137.6880217811,976,0,121.1363636364,258.6415602914,13066.6148988529,125.6130774633,8146.0930232558,20757.4610370687,102636,4,350224,16677.334,28457.9475671267,102636,199,350264,16679.2380952381,37842.9797147433,140513,14,0,712,712,62.8065387317,62.8065387317,0,976,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,104.02273,86.90909,121.13636,22,1912,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,3
435310,435310,8080,6,10813,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42078.97901,647.3689078,1802.166667,3955.388042,9864,0,645,322.5,365.5742059,581,64,10250,3416.666667,5586.889057,9864,0,0,72,92,277.4438176,369.9250902,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,1,65.0,108.666664,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,5
534768,534768,80,6,90819,5,3,337,972,337,0,67.4,150.7109816835,972,0,324.0,561.1844616523,14413.2835640119,88.0872945089,12974.1428571429,33931.536562263,89923,6,90819,22704.75,44812.7231068365,89923,24,585,292.5,47.3761543395,326,259,0,168,104,55.054559068,33.0327354408,0,972,145.4444444444,329.3869726898,108495.777777778,0,0,0,1,0,0,0,163.625,67.4,324.0,5,337,3,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,6
643057,643057,80,6,106941775,15,3,2530,0,230,0,168.6666666667,105.2796728899,0,0,0.0,0.0,23.657733367143145,0.1683158895751594,6290692.650151425,13426957.021813016,53247532,2,106941773,7638698.0,14518891.560854135,53247532,377,105918954,52959477.1038653,31055325.763100583,74918908,31000045,0,496,100,0.1402632413014601,0.0280526482736992,0,230,133.1578947368,116.6691729054,13611.6959064327,0,0,0,1,0,0,0,140.55556,168.66667,0.0,15,2530,3,0,26883,0,11,32,6155743.822678496,2063290.272033372,7614710,4696777,23657571.351804323,20663681.721172463,53247532,6656006,7
268345,268345,22,6,383531,22,20,1976,2665,640,0,89.8181818182,138.0336868351,976,0,133.25,268.7712537496,12100.7167608355,109.5087489668,9354.4146341463,23082.6775905392,127086,5,383478,18260.857,31160.1502359756,127086,235,383524,20185.4736842105,41845.4816416147,163954,9,0,712,648,57.3617256493,52.1470233175,0,976,107.9302325581,207.2684474355,42960.2093023256,0,0,0,1,0,0,0,110.5,89.818184,133.25,22,1976,20,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,3
52958,52958,443,6,117241877,28,53,858,66204,233,0,30.6428571429,66.0365859795,1460,0,1249.1320754717,489.2522960025,571.9969836375,0.6908794202,1465523.4625,9179065.08699547,58990582,0,117241877,4342291.5,15589561.6651116,58990582,43,117108452,2252085.61538462,11363296.9998305,59007807,0,0,572,1072,0.2388225156,0.4520569045,0,1460,817.8292682927,706.6128002684,499301.649503162,0,0,0,1,0,0,0,827.9259,30.642857,1249.1321,28,858,53,66204,8192,127,7,20,126510.0,54035.6860047136,164719,88301,58426495.5,797738.778651571,58990582,57862409,1
812187,812187,500,17,89479844,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.527103577728504,0.0670542071726467,17895968.812480755,15345193.165402954,41990477,4000390,89479844,17895968.0,15345193.165402954,41990477,4000390,0,0.0,0.0,0,0,0,48,0,0.0670542071726467,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,583.3333,500.0,0.0,6,3000,0,0,-1,-1,5,8,4000390.4935606327,0.0,4000390,4000390,21369863.392210785,15281153.33897721,41990477,7200324,9
515912,515912,80,6,23935869,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.083556607,23935869.0,0.0,23935869,23935869,23935869,23935868.0,0.0,23935869,23935869,0,0.0,0.0,0,0,0,64,0,0.083556607,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,23935869.0,0.0,23935869,23935869,6
903783,903783,80,6,1299,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2523.8908267682345,649.6199516507697,911.2292091308852,1293,5,1299,649.61993,911.2292091308852,1293,5,0,0.0,0.0,0,0,0,60,0,2523.8908267682345,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,3,0,0,0,2053,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,10
1050214,1050214,80,6,18,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,109563.52229246632,18.32035088545945,0.0,18,18,18,18.32035,0.0,18,18,0,0.0,0.0,0,0,0,40,0,109563.52229246632,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,2048,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,11
1094314,1094314,80,6,5015313,4,4,648,1892,648,0,162.0201732782239,324.0403465564478,1892,0,473.109419323452,946.218838646904,506.5477532728663,1.595114743820241,716473.3848046456,1890786.3351855075,5004369,19,10944,3648.13,3545.487526645781,7366,364,5015287,1671762.5645441734,2886466.938255385,5004766,3253,0,92,92,0.7975573718875617,0.7975573718875617,0,1892,282.27981893407207,640.9259337803632,410866.7137522962,0,0,1,1,0,0,1,317.5648,162.02017,473.1094,4,648,4,1892,8192,220,1,20,0.0,0.0,0,0,0.0,0.0,0,0,11
602027,602027,80,6,1878227,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0648336992339793,1878227.5592879376,0.0,1878227,1878227,1878227,1878227.5,0.0,1878227,1878227,0,0.0,0.0,0,0,0,64,0,1.0648336992339793,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,6
883418,883418,80,6,142,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,14018.07268597225,142.67909241341792,0.0,142,142,142,142.6791,0.0,142,142,0,0.0,0.0,0,0,0,40,0,14018.07268597225,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,2047,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,9
936006,936006,80,6,59097816,203,104,56095,189899,680,0,276.3340987306774,291.75970981420625,1935,0,1825.9603811888635,320.39963812670953,4162.517836697272,5.194777467071587,193130.11866815452,365508.1313588634,1043851,17,59095639,292552.66,416524.2490132941,1043851,289,59097792,573764.9734033423,426587.6893111525,1046594,38,0,4072,2092,3.4349831459657243,1.759794321105863,0,1935,798.6873431362726,794.0039116843109,630442.2128627895,0,0,1,1,0,0,1,801.28894,276.3341,1825.9603,203,56095,104,189899,8192,1281,101,20,0.0,0.0,0,0,0.0,0.0,0,0,10
217491,217491,22,6,379028,22,22,1944,2665,640,0,88.3636363636,137.8690011274,976,0,121.1363636364,258.6415602914,12160.051500153,116.0864105027,8814.6046511628,17690.4194035447,80605,6,378563,18026.809,25107.2824925738,80605,158,379010,18048.0952380952,38825.1126513559,164171,10,0,712,712,58.0432052513,58.0432052513,0,976,102.4222222222,203.7441007388,41511.6585858586,0,0,0,1,0,0,0,104.75,88.36364,121.13636,22,1944,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,3
333429,333429,80,6,15624,3,4,314,935,314,0,104.6666667,181.2879845,935,0,233.75,467.5,79941.11623,448.0286738,2604.0,5624.361013,14048,3,14426,7213.0,9666.149699,14048,378,15615,5205.0,8000.932758,14420,25,0,72,92,192.0122888,256.016385,0,935,156.125,333.3425683,111117.2679,0,0,1,1,0,0,1,178.42857,104.666664,233.75,3,314,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,4
241729,241729,22,6,330322,21,22,1944,2665,640,0,92.5714285714,139.8186580641,976,0,121.1363636364,258.6415602914,13953.051870599,130.176010075,7864.8095238095,17332.2323689034,88185,3,330276,16513.8,25966.9432580814,88185,293,330319,15729.4761904762,37351.3585771911,167042,8,0,680,712,63.5743305018,66.6016795733,0,976,104.75,205.4934079178,42227.5406976744,0,0,0,1,0,0,0,107.18604,92.57143,121.13636,21,1944,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,3
456098,456098,8080,6,506,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3952.56917,506.0,0.0,506,506,506,506.0,0.0,506,506,0,0.0,0.0,0,0,0,40,0,3952.56917,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,5
653018,653018,80,6,107262294,15,3,2530,0,230,0,168.6666666667,105.2796728899,0,0,0.0,0.0,23.58703971506253,0.167812930824181,6309546.73455176,13449923.260274127,53247696,1,107262292,7661592.5,14542741.5002833,53247696,435,106239180,53119590.20226665,31284972.15378058,75241406,30997774,0,496,100,0.1398441090034841,0.0279688218206968,0,230,133.1578947368,116.6691729054,13611.6959064327,0,0,0,1,0,0,0,140.55556,168.66667,0.0,15,2530,3,0,26883,0,11,32,6154394.430020788,2156144.6853204416,7679018,4629769,23738375.937988702,20653942.34027256,53247696,6655929,7
292140,292140,22,6,374511,23,20,1944,2665,640,0,84.5217391304,135.9534912338,976,0,133.25,268.7712537496,12306.7146225345,114.8163872356,8916.9285714286,17830.1175931349,82194,5,374446,17020.273,22346.0011425967,82194,277,374488,19709.8947368421,38940.0051345296,129560,8,0,744,648,61.4134164284,53.4029708073,0,976,104.75,205.4934079178,42227.5406976744,0,0,0,1,0,0,0,107.18604,84.521736,133.25,23,1944,20,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,3
810922,810922,80,6,5008666,4,4,646,364,646,0,161.5,323.0,364,0,91.0,182.0,201.65047376687,1.5972314754001466,715523.8052059916,1868306.16933206,4952213,20,56453,18817.78,31562.903683751843,55262,421,5008632,1669544.2868930525,2888744.1141561526,5005178,1177,0,92,92,0.7986157376500733,0.7986157376500733,0,646,112.2222222222,233.5774913052,54558.4444444445,0,0,1,1,0,0,1,126.25,161.5,91.0,4,646,4,364,8192,221,1,20,0.0,0.0,0,0,0.0,0.0,0,0,9
720422,720422,80,17,119555493,27954,0,2991686,0,32,32,32.0,0.0,0,0,0.0,0.0,25023.42908154558,781.982158899697,1279.0573966842107,27204.46419634543,937725,0,120000000,1279.0574,27204.46419634543,937725,0,0,0.0,0.0,0,0,0,747921,0,781.982158899697,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,32.000343,32.0,0.0,27954,2991686,0,0,-1,-1,27953,8,0.0,0.0,0,0,0.0,0.0,0,0,8
